,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
10,3lJqL7my6Z4yiYGpHBecew,Just One Day,4ZSLc2F15wKVPjyLt169tt,https://p.scdn.co/mp3-preview/b85cf0429d7c933b36ef5a755ef78582f6595cf2?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2014-02-12,"['k-pop', 'k-pop boy group', 'pop']",0.504,0.712,-4.705,0.379,0.175,0,0.377,0.307,189.577,9,1,239470,0.0
11,3lJqL7my6Z4yiYGpHBecew,Mikrokosmos,5hnbE5BF2e8BCk9OMR1UVC,https://p.scdn.co/mp3-preview/0db175501cc9bf42fc762bc240a9f1142c8b001a?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2019-04-12,"['k-pop', 'k-pop boy group', 'pop']",0.58,0.858,-5.212,0.114,0.125,0,0.0502,0.475,174.039,8,1,224225,0.0
12,3lJqL7my6Z4yiYGpHBecew,Trivia 承 : Love,6aHCXTCkPiB4zgXKpB7BHS,https://p.scdn.co/mp3-preview/97853c9a1a1606143eeea0c89c75ef65d47e0702?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2018-08-24,"['k-pop', 'k-pop boy group', 'pop']",0.761,0.761,-5.721,0.0897,0.246,0,0.103,0.483,121.972,5,0,225698,0.0
13,3lJqL7my6Z4yiYGpHBecew,좋아요 Like,6VLIngaUede3N5lt37NL8b,https://p.scdn.co/mp3-preview/de0f9c63c9d4964dd2f9e35eb999306203046223?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2013-06-12,"['k-pop', 'k-pop boy group', 'pop']",0.739,0.711,-4.142,0.0644,0.308,0,0.196,0.778,100.953,0,0,231967,0.0
14,3lJqL7my6Z4yiYGpHBecew,Daydream (백일몽),4YAgH8s0JFfwikTNwe0aIk,https://p.scdn.co/mp3-preview/b7a5b9c645dbc2b331ecc03b1913fd4c65aca3cd?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2018-03-02,"['k-pop', 'k-rap']",0.748,0.961,-6.518,0.0875,0.00512,0,0.175,0.856,116.037,8,0,228759,0.0
15,3lJqL7my6Z4yiYGpHBecew,We Are Bulletproof Pt.2,2Kspa0jD2MSkaEdonf4Cnb,https://p.scdn.co/mp3-preview/c369948962e1a60d01c284e0f01433fdc423f49f?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2013-06-12,"['k-pop', 'k-pop boy group', 'pop']",0.754,0.952,-5.11,0.153,0.00945,6.27e-06,0.189,0.868,144.051,8,0,225360,0.0
16,3lJqL7my6Z4yiYGpHBecew,No More Dream,4frlkLwlnm58ejpNwWjxyl,https://p.scdn.co/mp3-preview/57660681261bd9933f251ad44c57cded1a76a5aa?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2013-06-12,"['k-pop', 'k-pop boy group', 'pop']",0.436,0.869,-5.174,0.472,0.0124,1.6e-06,0.494,0.612,167.766,2,1,221593,0.0
17,3lJqL7my6Z4yiYGpHBecew,Trivia 起 : Just Dance,0usLRFLmYXYahKNgXxsuJc,https://p.scdn.co/mp3-preview/f59ab5f5508388dccd14a33d6cc90590cec66cec?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2018-08-24,"['k-pop', 'k-pop boy group', 'pop']",0.723,0.906,-4.778,0.279,0.0907,0,0.0771,0.398,125.019,1,0,225221,0.0
18,3lJqL7my6Z4yiYGpHBecew,Serendipity (Full Length Edition),5cQB9fbuQCz4muQUFkv3rR,https://p.scdn.co/mp3-preview/4a33fe455e5f2441ce08f7e5641af61f364aa1c6?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2018-08-24,"['k-pop', 'k-pop boy group', 'pop']",0.347,0.578,-7.525,0.0626,0.445,0,0.231,0.226,86.73,8,1,276708,0.0
19,3lJqL7my6Z4yiYGpHBecew,Dimple,0DrxFkuc1mpxdbUbssLQ4d,https://p.scdn.co/mp3-preview/e8b344f7b8d49ba1f86a9baae120a4522a56fbe7?cid=7dd86e387e2e426aa1ef00886bd1a9ef,2018-08-24,"['k-pop', 'k-pop boy group', 'pop']",0.612,0.844,-4.694,0.0756,0.142,0,0.287,0.653,134.868,5,0,196776,0.0
